run_id,task_id,group_id,replicate,task_key,difficulty,budget_tier,agent_style,status_external,status_internal,started_at,finished_at,run_config_path,event_log_path,snapshot_path,report_path,freeze_id,pending_action_type,execution_error
issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r01,issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r01,E1,1,high_solubility,easy,low_cost_first,multi_branch_selection,FAILED,FAILED,2026-04-22T02:04:28+00:00,2026-04-22T02:04:59+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r01.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r01.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r01.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '06375fcb5958df79fcf0a878623f192c'}"
issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r02,issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r02,E1,2,high_solubility,easy,low_cost_first,multi_branch_selection,FAILED,FAILED,2026-04-22T02:04:59+00:00,2026-04-22T02:05:44+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r02.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r02.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E1_high_solubility_r02.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '06375ff7000f313a5c0b3fa0f0a4d507'}"
issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r01,issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r01,E1,1,secondary_balance,medium,standard,multi_branch_selection,FAILED,FAILED,2026-04-22T02:05:44+00:00,2026-04-22T02:06:17+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r01.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r01.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r01.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '06376019f4b3f053943d2a43be0434c1'}"
issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r02,issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r02,E1,2,secondary_balance,medium,standard,multi_branch_selection,FAILED,FAILED,2026-04-22T02:06:17+00:00,2026-04-22T02:06:46+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r02.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r02.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E1_secondary_balance_r02.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '06376035a0acf8ccf68f79e5ecedbb83'}"
issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r01,issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r01,E2,1,enzyme_like_fold,medium,standard,reflection_recovery,FAILED,FAILED,2026-04-22T02:06:46+00:00,2026-04-22T02:07:15+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r01.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r01.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r01.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '06376052db1bdedfb6fcd6f5ea26e0d0'}"
issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r02,issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r02,E2,2,enzyme_like_fold,medium,standard,reflection_recovery,FAILED,FAILED,2026-04-22T02:07:15+00:00,2026-04-22T02:07:18+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r02.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r02.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E2_enzyme_like_fold_r02.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '063760554785d877e6b3511991a2e46a'}"
issue172-live-minimax-m27-tunnel-r3_E2_binding_scaffold_r01,issue172-live-minimax-m27-tunnel-r3_E2_binding_scaffold_r01,E2,1,binding_scaffold,hard,high_cost_sensitive,reflection_recovery,FAILED,FAILED,2026-04-22T02:07:18+00:00,2026-04-22T02:07:21+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E2_binding_scaffold_r01.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E2_binding_scaffold_r01.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E2_binding_scaffold_r01.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '06376058e7beadc747908a84e225f3fe'}"
issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r01,issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r01,E2,1,high_solubility,easy,low_cost_first,reflection_recovery,FAILED,FAILED,2026-04-22T02:07:21+00:00,2026-04-22T02:07:24+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r01.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r01.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r01.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '0637605c2b30fb4d55fb19aa78a6b053'}"
issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r02,issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r02,E2,2,high_solubility,easy,low_cost_first,reflection_recovery,FAILED,FAILED,2026-04-22T02:07:24+00:00,2026-04-22T02:07:27+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r02.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r02.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E2_high_solubility_r02.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '0637605fdeb44140005913747a06c80c'}"
issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r01,issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r01,E2,1,secondary_balance,medium,standard,reflection_recovery,FAILED,FAILED,2026-04-22T02:07:27+00:00,2026-04-22T02:07:31+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r01.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r01.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r01.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '06376062fe8a804bda83e64c8e2e4c62'}"
issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r02,issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r02,E2,2,secondary_balance,medium,standard,reflection_recovery,FAILED,FAILED,2026-04-22T02:07:31+00:00,2026-04-22T02:07:34+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-minimax-m27-tunnel-r3/run_configs/issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r02.json,data/logs/issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r02.jsonl,data/snapshots/issue172-live-minimax-m27-tunnel-r3_E2_secondary_balance_r02.jsonl,,issue199-platform-freeze-20260412,,"Exception: LLM API 调用失败: Error code: 529 - {'type': 'error', 'error': {'type': 'overloaded_error', 'message': 'overloaded_error (529)'}, 'request_id': '063760656d97491c24ab7b13bd488e6e'}"
